year,fips,naics,emp
2015,20005,22----,39
2015,20005,23----,233
2015,20005,31----,1162
2015,20005,42----,348
2015,20005,44----,587
2015,20005,48----,139
2015,20005,51----,21
2015,20005,52----,114
2015,20005,53----,43
2015,20005,54----,77
2015,20005,55----,106
2015,20005,56----,64
2015,20005,61----,1059
2015,20005,62----,878
2015,20005,71----,30
2015,20005,72----,433
2015,20005,81----,246
2015,20007,11----,9
2015,20007,21----,211
2015,20007,22----,37
2015,20007,23----,61
2015,20007,31----,129
2015,20007,42----,114
2015,20007,44----,203
2015,20007,48----,40
2015,20007,51----,53
2015,20007,52----,57
2015,20007,53----,10
2015,20007,54----,52
2015,20007,56----,40
2015,20007,62----,249
2015,20007,71----,4
2015,20007,72----,123
2015,20007,81----,82
2015,20009,11----,3
2015,20009,21----,624
2015,20009,22----,123
2015,20009,23----,757
2015,20009,31----,1318
2015,20009,42----,619
2015,20009,44----,1646
2015,20009,48----,330
2015,20009,51----,118
2015,20009,52----,700
2015,20009,53----,112
2015,20009,54----,344
2015,20009,56----,242
2015,20009,61----,33
2015,20009,62----,2145
2015,20009,71----,100
2015,20009,72----,1000
2015,20009,81----,512
2015,20009,99----,3
2015,20011,21----,41
2015,20011,22----,54
2015,20011,23----,196
2015,20011,31----,1302
2015,20011,42----,351
2015,20011,44----,656
2015,20011,48----,43
2015,20011,51----,35
2015,20011,52----,240
2015,20011,53----,28
2015,20011,54----,99
2015,20011,55----,59
2015,20011,56----,18
2015,20011,61----,9
2015,20011,62----,937
2015,20011,72----,440
2015,20011,81----,183
2015,20013,11----,9
2015,20013,22----,19
2015,20013,23----,86
2015,20013,31----,555
2015,20013,42----,142
2015,20013,44----,400
2015,20013,48----,121
2015,20013,51----,80
2015,20013,52----,175
2015,20013,53----,17
2015,20013,54----,83
2015,20013,56----,28
2015,20013,61----,9
2015,20013,62----,757
2015,20013,71----,441
2015,20013,72----,253
2015,20013,81----,117
2015,20013,99----,1
2015,20015,11----,4
2015,20015,21----,71
2015,20015,22----,79
2015,20015,23----,1041
2015,20015,31----,1401
2015,20015,42----,587
2015,20015,44----,2218
2015,20015,48----,406
2015,20015,51----,53
2015,20015,52----,498
2015,20015,53----,131
2015,20015,54----,746
2015,20015,55----,28
2015,20015,56----,397
2015,20015,61----,74
2015,20015,62----,2968
2015,20015,71----,153
2015,20015,72----,1796
2015,20015,81----,798
2015,20015,99----,8
2015,20017,21----,50
2015,20017,23----,11
2015,20017,31----,188
2015,20017,42----,26
2015,20017,44----,54
2015,20017,48----,49
2015,20017,52----,16
2015,20017,53----,2
2015,20017,54----,12
2015,20017,62----,59
2015,20017,72----,74
2015,20017,81----,21
2015,20019,21----,38
2015,20019,22----,9
2015,20019,23----,28
2015,20019,31----,50
2015,20019,44----,92
2015,20019,48----,8
2015,20019,52----,27
2015,20019,54----,7
2015,20019,62----,111
2015,20019,71----,9
2015,20019,72----,40
2015,20019,81----,22
2015,20021,21----,94
2015,20021,22----,39
2015,20021,23----,973
2015,20021,31----,1521
2015,20021,42----,152
2015,20021,44----,543
2015,20021,48----,67
2015,20021,51----,29
2015,20021,52----,129
2015,20021,53----,14
2015,20021,54----,76
2015,20021,55----,55
2015,20021,56----,81
2015,20021,62----,952
2015,20021,71----,68
2015,20021,72----,382
2015,20021,81----,226
2015,20023,23----,15
2015,20023,31----,20
2015,20023,42----,102
2015,20023,44----,88
2015,20023,48----,9
2015,20023,52----,29
2015,20023,54----,21
2015,20023,62----,226
2015,20023,72----,58
2015,20023,81----,18
2015,20025,21----,9
2015,20025,23----,3
2015,20025,31----,35
2015,20025,42----,15
2015,20025,44----,77
2015,20025,48----,9
2015,20025,51----,9
2015,20025,52----,36
2015,20025,54----,19
2015,20025,55----,9
2015,20025,56----,9
2015,20025,62----,187
2015,20025,71----,3
2015,20025,72----,20
2015,20025,81----,24
2015,20027,11----,8
2015,20027,23----,140
2015,20027,31----,378
2015,20027,42----,263
2015,20027,44----,375
2015,20027,48----,50
2015,20027,51----,36
2015,20027,52----,95
2015,20027,53----,8
2015,20027,54----,62
2015,20027,56----,30
2015,20027,61----,9
2015,20027,62----,555
2015,20027,71----,24
2015,20027,72----,167
2015,20027,81----,148
2015,20029,11----,2
2015,20029,21----,9
2015,20029,22----,13
2015,20029,23----,72
2015,20029,31----,251
2015,20029,42----,305
2015,20029,44----,504
2015,20029,48----,48
2015,20029,51----,105
2015,20029,52----,117
2015,20029,53----,16
2015,20029,54----,89
2015,20029,56----,67
2015,20029,61----,2
2015,20029,62----,701
2015,20029,71----,26
2015,20029,72----,386
2015,20029,81----,235
2015,20031,21----,75
2015,20031,22----,1165
2015,20031,23----,112
2015,20031,31----,127
2015,20031,42----,64
2015,20031,44----,382
2015,20031,48----,132
2015,20031,51----,23
2015,20031,52----,110
2015,20031,54----,42
2015,20031,56----,174
2015,20031,61----,9
2015,20031,62----,448
2015,20031,71----,12
2015,20031,72----,150
2015,20031,81----,97
2015,20033,21----,13
2015,20033,23----,14
2015,20033,31----,67
2015,20033,42----,9
2015,20033,44----,67
2015,20033,48----,1
2015,20033,52----,30
2015,20033,54----,7
2015,20033,56----,9
2015,20033,61----,9
2015,20033,62----,155
2015,20033,71----,5
2015,20033,72----,28
2015,20033,81----,23
2015,20035,21----,59
2015,20035,22----,19
2015,20035,23----,340
2015,20035,31----,3604
2015,20035,42----,199
2015,20035,44----,1532
2015,20035,48----,122
2015,20035,51----,127
2015,20035,52----,364
2015,20035,53----,58
2015,20035,54----,225
2015,20035,56----,195
2015,20035,61----,639
2015,20035,62----,2100
2015,20035,71----,43
2015,20035,72----,1072
2015,20035,81----,441
2015,20037,21----,23
2015,20037,22----,74
2015,20037,23----,653
2015,20037,31----,2622
2015,20037,42----,779
2015,20037,44----,1860
2015,20037,48----,373
2015,20037,51----,474
2015,20037,52----,325
2015,20037,53----,117
2015,20037,54----,314
2015,20037,55----,186
2015,20037,56----,395
2015,20037,61----,699
2015,20037,62----,2882
2015,20037,71----,136
2015,20037,72----,1617
2015,20037,81----,521
2015,20037,99----,4
2015,20039,21----,9
2015,20039,22----,9
2015,20039,23----,28
2015,20039,31----,6
2015,20039,42----,127
2015,20039,44----,91
2015,20039,48----,5
2015,20039,52----,33
2015,20039,53----,10
2015,20039,54----,27
2015,20039,56----,17
2015,20039,62----,193
2015,20039,71----,4
2015,20039,72----,49
2015,20039,81----,34
2015,20041,11----,19
2015,20041,21----,5
2015,20041,22----,71
2015,20041,23----,221
2015,20041,31----,1043
2015,20041,42----,368
2015,20041,44----,751
2015,20041,48----,254
2015,20041,51----,15
2015,20041,52----,190
2015,20041,53----,21
2015,20041,54----,127
2015,20041,55----,128
2015,20041,56----,131
2015,20041,62----,958
2015,20041,71----,71
2015,20041,72----,550
2015,20041,81----,228
2015,20041,99----,3
2015,20043,11----,1
2015,20043,21----,9
2015,20043,22----,9
2015,20043,23----,71
2015,20043,31----,411
2015,20043,42----,119
2015,20043,44----,135
2015,20043,48----,90
2015,20043,51----,9
2015,20043,52----,56
2015,20043,53----,63
2015,20043,54----,21
2015,20043,56----,26
2015,20043,61----,174
2015,20043,62----,176
2015,20043,71----,9
2015,20043,72----,70
2015,20043,81----,53
2015,20043,99----,4
2015,20045,11----,2
2015,20045,21----,81
2015,20045,22----,205
2015,20045,23----,2151
2015,20045,31----,3558
2015,20045,42----,618
2015,20045,44----,6179
2015,20045,48----,1011
2015,20045,51----,3706
2015,20045,52----,1324
2015,20045,53----,754
2015,20045,54----,1656
2015,20045,55----,403
2015,20045,56----,1437
2015,20045,61----,1021
2015,20045,62----,6103
2015,20045,71----,663
2015,20045,72----,7303
2015,20045,81----,2063
2015,20045,99----,2
2015,20047,22----,9
2015,20047,23----,15
2015,20047,31----,145
2015,20047,42----,111
2015,20047,44----,73
2015,20047,48----,7
2015,20047,52----,23
2015,20047,54----,9
2015,20047,56----,11
2015,20047,61----,8
2015,20047,62----,163
2015,20047,72----,21
2015,20047,81----,16
2015,20049,21----,29
2015,20049,22----,9
2015,20049,23----,9
2015,20049,31----,59
2015,20049,42----,12
2015,20049,44----,42
2015,20049,48----,9
2015,20049,52----,29
2015,20049,54----,16
2015,20049,56----,10
2015,20049,62----,19
2015,20049,71----,30
2015,20049,72----,25
2015,20049,81----,21
2015,20051,11----,18
2015,20051,21----,477
2015,20051,22----,159
2015,20051,23----,642
2015,20051,31----,1139
2015,20051,42----,567
2015,20051,44----,2204
2015,20051,48----,331
2015,20051,51----,432
2015,20051,52----,394
2015,20051,53----,177
2015,20051,54----,339
2015,20051,55----,68
2015,20051,56----,288
2015,20051,61----,158
2015,20051,62----,3363
2015,20051,71----,108
2015,20051,72----,1996
2015,20051,81----,573
2015,20053,21----,62
2015,20053,22----,9
2015,20053,23----,71
2015,20053,31----,279
2015,20053,42----,64
2015,20053,44----,245
2015,20053,48----,48
2015,20053,51----,52
2015,20053,52----,88
2015,20053,53----,2
2015,20053,54----,70
2015,20053,55----,9
2015,20053,56----,9
2015,20053,62----,452
2015,20053,71----,31
2015,20053,72----,75
2015,20053,81----,80
2015,20055,11----,89
2015,20055,21----,364
2015,20055,22----,325
2015,20055,23----,825
2015,20055,31----,3583
2015,20055,42----,834
2015,20055,44----,2772
2015,20055,48----,471
2015,20055,51----,156
2015,20055,52----,411
2015,20055,53----,167
2015,20055,54----,270
2015,20055,55----,15
2015,20055,56----,209
2015,20055,61----,41
2015,20055,62----,1802
2015,20055,71----,264
2015,20055,72----,1620
2015,20055,81----,718
2015,20057,11----,5
2015,20057,21----,3
2015,20057,22----,132
2015,20057,23----,408
2015,20057,31----,5743
2015,20057,42----,845
2015,20057,44----,1768
2015,20057,48----,461
2015,20057,51----,171
2015,20057,52----,287
2015,20057,53----,67
2015,20057,54----,506
2015,20057,55----,101
2015,20057,56----,492
2015,20057,61----,59
2015,20057,62----,1250
2015,20057,71----,321
2015,20057,72----,1134
2015,20057,81----,606
2015,20059,11----,3
2015,20059,21----,85
2015,20059,22----,19
2015,20059,23----,640
2015,20059,31----,826
2015,20059,42----,154
2015,20059,44----,1189
2015,20059,48----,1984
2015,20059,51----,65
2015,20059,52----,149
2015,20059,53----,42
2015,20059,54----,418
2015,20059,55----,19
2015,20059,56----,92
2015,20059,61----,546
2015,20059,62----,1365
2015,20059,71----,31
2015,20059,72----,735
2015,20059,81----,339
2015,20061,22----,29
2015,20061,23----,126
2015,20061,31----,726
2015,20061,42----,129
2015,20061,44----,1268
2015,20061,48----,473
2015,20061,51----,162
2015,20061,52----,242
2015,20061,53----,307
2015,20061,54----,403
2015,20061,55----,616
2015,20061,56----,200
2015,20061,61----,30
2015,20061,62----,1586
2015,20061,71----,78
2015,20061,72----,1503
2015,20061,81----,548
2015,20063,21----,27
2015,20063,22----,9
2015,20063,23----,46
2015,20063,31----,129
2015,20063,42----,93
2015,20063,44----,182
2015,20063,48----,29
2015,20063,51----,9
2015,20063,52----,45
2015,20063,54----,16
2015,20063,56----,7
2015,20063,62----,234
2015,20063,71----,4
2015,20063,72----,95
2015,20063,81----,104
2015,20065,11----,9
2015,20065,21----,14
2015,20065,22----,9
2015,20065,23----,77
2015,20065,31----,19
2015,20065,42----,37
2015,20065,44----,104
2015,20065,48----,50
2015,20065,51----,19
2015,20065,52----,46
2015,20065,54----,9
2015,20065,56----,9
2015,20065,62----,214
2015,20065,71----,7
2015,20065,72----,45
2015,20065,81----,31
2015,20067,11----,19
2015,20067,21----,560
2015,20067,22----,59
2015,20067,23----,181
2015,20067,31----,189
2015,20067,42----,200
2015,20067,44----,233
2015,20067,48----,105
2015,20067,51----,146
2015,20067,52----,114
2015,20067,53----,15
2015,20067,54----,31
2015,20067,55----,9
2015,20067,56----,42
2015,20067,61----,9
2015,20067,62----,198
2015,20067,72----,262
2015,20067,81----,97
2015,20069,11----,11
2015,20069,21----,1
2015,20069,22----,20
2015,20069,23----,204
2015,20069,31----,84
2015,20069,42----,209
2015,20069,44----,187
2015,20069,48----,67
2015,20069,51----,27
2015,20069,52----,77
2015,20069,53----,14
2015,20069,54----,52
2015,20069,55----,19
2015,20069,56----,53
2015,20069,61----,21
2015,20069,62----,172
2015,20069,71----,13
2015,20069,72----,28
2015,20069,81----,96
2015,20071,23----,10
2015,20071,42----,34
2015,20071,44----,67
2015,20071,52----,21
2015,20071,54----,7
2015,20071,62----,171
2015,20071,81----,16
2015,20073,21----,86
2015,20073,22----,7
2015,20073,23----,68
2015,20073,31----,93
2015,20073,42----,69
2015,20073,44----,221
2015,20073,48----,82
2015,20073,51----,24
2015,20073,52----,59
2015,20073,54----,31
2015,20073,56----,9
2015,20073,62----,218
2015,20073,71----,9
2015,20073,72----,105
2015,20073,81----,38
2015,20075,11----,9
2015,20075,21----,9
2015,20075,22----,9
2015,20075,23----,9
2015,20075,42----,126
2015,20075,44----,83
2015,20075,48----,68
2015,20075,52----,57
2015,20075,56----,9
2015,20075,61----,9
2015,20075,62----,130
2015,20075,71----,6
2015,20075,72----,28
2015,20075,81----,28
2015,20077,11----,8
2015,20077,21----,39
2015,20077,23----,50
2015,20077,31----,524
2015,20077,42----,92
2015,20077,44----,245
2015,20077,48----,158
2015,20077,51----,7
2015,20077,52----,94
2015,20077,54----,21
2015,20077,56----,28
2015,20077,61----,4
2015,20077,62----,320
2015,20077,71----,6
2015,20077,72----,179
2015,20077,81----,79
2015,20079,11----,2
2015,20079,21----,35
2015,20079,22----,29
2015,20079,23----,632
2015,20079,31----,3526
2015,20079,42----,350
2015,20079,44----,1452
2015,20079,48----,1420
2015,20079,51----,76
2015,20079,52----,317
2015,20079,53----,60
2015,20079,54----,279
2015,20079,55----,59
2015,20079,56----,151
2015,20079,61----,792
2015,20079,62----,3067
2015,20079,71----,49
2015,20079,72----,1048
2015,20079,81----,543
2015,20081,11----,8
2015,20081,21----,53
2015,20081,22----,5
2015,20081,23----,102
2015,20081,31----,57
2015,20081,42----,130
2015,20081,44----,66
2015,20081,48----,32
2015,20081,52----,22
2015,20081,54----,31
2015,20081,56----,9
2015,20081,61----,9
2015,20081,62----,189
2015,20081,71----,12
2015,20081,72----,48
2015,20081,81----,54
2015,20083,11----,9
2015,20083,21----,9
2015,20083,22----,9
2015,20083,42----,25
2015,20083,44----,37
2015,20083,48----,19
2015,20083,51----,4
2015,20083,52----,59
2015,20083,54----,9
2015,20083,56----,3
2015,20083,62----,62
2015,20083,72----,9
2015,20083,81----,11
2015,20085,11----,4
2015,20085,21----,9
2015,20085,23----,177
2015,20085,31----,205
2015,20085,42----,107
2015,20085,44----,387
2015,20085,48----,11
2015,20085,51----,47
2015,20085,52----,122
2015,20085,53----,17
2015,20085,54----,72
2015,20085,56----,16
2015,20085,61----,19
2015,20085,62----,507
2015,20085,71----,13
2015,20085,72----,1053
2015,20085,81----,177
2015,20087,11----,9
2015,20087,21----,186
2015,20087,22----,59
2015,20087,23----,444
2015,20087,31----,300
2015,20087,42----,15
2015,20087,44----,302
2015,20087,48----,45
2015,20087,51----,20
2015,20087,52----,69
2015,20087,53----,9
2015,20087,54----,59
2015,20087,55----,9
2015,20087,56----,58
2015,20087,61----,15
2015,20087,62----,369
2015,20087,71----,37
2015,20087,72----,140
2015,20087,81----,145
2015,20087,99----,19
2015,20089,22----,59
2015,20089,23----,6
2015,20089,31----,9
2015,20089,42----,63
2015,20089,44----,49
2015,20089,48----,31
2015,20089,52----,35
2015,20089,54----,14
2015,20089,56----,9
2015,20089,61----,59
2015,20089,62----,59
2015,20089,72----,42
2015,20089,81----,24
2015,20091,11----,14
2015,20091,21----,259
2015,20091,22----,518
2015,20091,23----,16257
2015,20091,31----,24338
2015,20091,42----,20645
2015,20091,44----,36764
2015,20091,48----,11952
2015,20091,51----,17577
2015,20091,52----,28426
2015,20091,53----,5343
2015,20091,54----,29035
2015,20091,55----,13682
2015,20091,56----,32208
2015,20091,61----,5792
2015,20091,62----,39513
2015,20091,71----,4694
2015,20091,72----,28254
2015,20091,81----,12853
2015,20091,99----,35
2015,20093,11----,69
2015,20093,21----,47
2015,20093,22----,9
2015,20093,23----,15
2015,20093,31----,9
2015,20093,42----,11
2015,20093,44----,52
2015,20093,48----,38
2015,20093,51----,9
2015,20093,52----,63
2015,20093,53----,5
2015,20093,54----,10
2015,20093,61----,9
2015,20093,62----,208
2015,20093,72----,57
2015,20093,81----,39
2015,20095,11----,9
2015,20095,21----,92
2015,20095,23----,163
2015,20095,31----,472
2015,20095,42----,151
2015,20095,44----,186
2015,20095,48----,60
2015,20095,51----,14
2015,20095,52----,125
2015,20095,53----,8
2015,20095,54----,329
2015,20095,55----,25
2015,20095,56----,9
2015,20095,62----,319
2015,20095,71----,9
2015,20095,72----,129
2015,20095,81----,92
2015,20097,11----,19
2015,20097,22----,9
2015,20097,23----,37
2015,20097,42----,115
2015,20097,44----,54
2015,20097,48----,56
2015,20097,51----,44
2015,20097,52----,31
2015,20097,54----,9
2015,20097,55----,5
2015,20097,56----,9
2015,20097,61----,59
2015,20097,62----,206
2015,20097,72----,33
2015,20097,81----,62
2015,20099,21----,9
2015,20099,22----,51
2015,20099,23----,101
2015,20099,31----,2088
2015,20099,42----,183
2015,20099,44----,944
2015,20099,48----,430
2015,20099,51----,113
2015,20099,52----,233
2015,20099,53----,50
2015,20099,54----,110
2015,20099,55----,69
2015,20099,56----,15
2015,20099,61----,8
2015,20099,62----,3490
2015,20099,71----,20
2015,20099,72----,547
2015,20099,81----,212
2015,20101,11----,9
2015,20101,21----,41
2015,20101,22----,33
2015,20101,23----,10
2015,20101,42----,56
2015,20101,44----,33
2015,20101,48----,9
2015,20101,52----,36
2015,20101,54----,13
2015,20101,62----,78
2015,20101,72----,10
2015,20101,81----,29
2015,20103,11----,33
2015,20103,21----,5
2015,20103,22----,51
2015,20103,23----,1024
2015,20103,31----,1201
2015,20103,42----,97
2015,20103,44----,2098
2015,20103,48----,385
2015,20103,51----,117
2015,20103,52----,790
2015,20103,53----,221
2015,20103,54----,1184
2015,20103,55----,35
2015,20103,56----,510
2015,20103,61----,620
2015,20103,62----,2953
2015,20103,71----,158
2015,20103,72----,1629
2015,20103,81----,805
2015,20105,11----,9
2015,20105,22----,9
2015,20105,23----,54
2015,20105,31----,9
2015,20105,42----,88
2015,20105,44----,54
2015,20105,48----,5
2015,20105,52----,42
2015,20105,54----,7
2015,20105,56----,33
2015,20105,62----,138
2015,20105,71----,7
2015,20105,72----,36
2015,20105,81----,38
2015,20107,21----,49
2015,20107,22----,249
2015,20107,23----,117
2015,20107,31----,138
2015,20107,42----,41
2015,20107,44----,257
2015,20107,48----,17
2015,20107,51----,29
2015,20107,52----,74
2015,20107,53----,4
2015,20107,54----,26
2015,20107,56----,47
2015,20107,62----,56
2015,20107,71----,17
2015,20107,72----,54
2015,20107,81----,77
2015,20109,11----,15
2015,20109,21----,9
2015,20109,22----,9
2015,20109,23----,15
2015,20109,42----,84
2015,20109,44----,125
2015,20109,48----,7
2015,20109,51----,9
2015,20109,52----,58
2015,20109,53----,9
2015,20109,54----,19
2015,20109,55----,9
2015,20109,62----,191
2015,20109,71----,15
2015,20109,72----,84
2015,20109,81----,60
2015,20111,11----,2
2015,20111,21----,29
2015,20111,22----,57
2015,20111,23----,341
2015,20111,31----,2901
2015,20111,42----,454
2015,20111,44----,1859
2015,20111,48----,337
2015,20111,51----,243
2015,20111,52----,326
2015,20111,53----,197
2015,20111,54----,267
2015,20111,55----,56
2015,20111,56----,623
2015,20111,61----,53
2015,20111,62----,1934
2015,20111,71----,107
2015,20111,72----,1505
2015,20111,81----,392
2015,20111,99----,5
2015,20113,21----,102
2015,20113,22----,29
2015,20113,23----,766
2015,20113,31----,4064
2015,20113,42----,351
2015,20113,44----,1174
2015,20113,48----,351
2015,20113,51----,114
2015,20113,52----,652
2015,20113,53----,49
2015,20113,54----,235
2015,20113,55----,92
2015,20113,56----,213
2015,20113,61----,810
2015,20113,62----,2232
2015,20113,71----,179
2015,20113,72----,1014
2015,20113,81----,655
2015,20115,21----,27
2015,20115,22----,9
2015,20115,23----,94
2015,20115,31----,294
2015,20115,42----,180
2015,20115,44----,285
2015,20115,48----,19
2015,20115,51----,69
2015,20115,52----,100
2015,20115,53----,20
2015,20115,54----,85
2015,20115,55----,19
2015,20115,56----,24
2015,20115,61----,426
2015,20115,62----,612
2015,20115,71----,9
2015,20115,72----,203
2015,20115,81----,187
2015,20117,11----,3
2015,20117,21----,9
2015,20117,22----,33
2015,20117,23----,178
2015,20117,31----,1383
2015,20117,42----,214
2015,20117,44----,703
2015,20117,48----,93
2015,20117,51----,95
2015,20117,52----,202
2015,20117,53----,3
2015,20117,54----,97
2015,20117,55----,9
2015,20117,56----,158
2015,20117,61----,33
2015,20117,62----,491
2015,20117,71----,44
2015,20117,72----,224
2015,20117,81----,159
2015,20119,11----,1
2015,20119,21----,26
2015,20119,22----,49
2015,20119,23----,102
2015,20119,31----,15
2015,20119,42----,82
2015,20119,44----,176
2015,20119,48----,87
2015,20119,51----,19
2015,20119,52----,50
2015,20119,54----,24
2015,20119,56----,2
2015,20119,62----,189
2015,20119,72----,51
2015,20119,81----,44
2015,20121,11----,3
2015,20121,21----,74
2015,20121,22----,38
2015,20121,23----,654
2015,20121,31----,463
2015,20121,42----,181
2015,20121,44----,986
2015,20121,48----,257
2015,20121,51----,38
2015,20121,52----,248
2015,20121,53----,106
2015,20121,54----,321
2015,20121,55----,4
2015,20121,56----,163
2015,20121,61----,19
2015,20121,62----,2004
2015,20121,71----,105
2015,20121,72----,646
2015,20121,81----,372
2015,20123,23----,170
2015,20123,31----,396
2015,20123,42----,207
2015,20123,44----,407
2015,20123,48----,117
2015,20123,51----,74
2015,20123,52----,150
2015,20123,53----,5
2015,20123,54----,43
2015,20123,55----,44
2015,20123,56----,22
2015,20123,61----,9
2015,20123,62----,558
2015,20123,71----,67
2015,20123,72----,170
2015,20123,81----,135
2015,20125,11----,7
2015,20125,21----,115
2015,20125,22----,59
2015,20125,23----,429
2015,20125,31----,3360
2015,20125,42----,291
2015,20125,44----,1592
2015,20125,48----,1328
2015,20125,51----,108
2015,20125,52----,323
2015,20125,53----,80
2015,20125,54----,220
2015,20125,55----,59
2015,20125,56----,460
2015,20125,61----,9
2015,20125,62----,2359
2015,20125,71----,40
2015,20125,72----,1214
2015,20125,81----,416
2015,20127,21----,9
2015,20127,22----,9
2015,20127,23----,60
2015,20127,31----,218
2015,20127,42----,46
2015,20127,44----,171
2015,20127,48----,9
2015,20127,51----,69
2015,20127,52----,59
2015,20127,53----,9
2015,20127,54----,54
2015,20127,56----,14
2015,20127,62----,284
2015,20127,71----,15
2015,20127,72----,122
2015,20127,81----,82
2015,20129,11----,2
2015,20129,21----,56
2015,20129,23----,6
2015,20129,31----,59
2015,20129,42----,81
2015,20129,44----,91
2015,20129,48----,54
2015,20129,51----,108
2015,20129,52----,40
2015,20129,54----,15
2015,20129,62----,249
2015,20129,72----,39
2015,20129,81----,28
2015,20131,23----,252
2015,20131,31----,1387
2015,20131,42----,220
2015,20131,44----,498
2015,20131,48----,374
2015,20131,51----,40
2015,20131,52----,181
2015,20131,54----,116
2015,20131,55----,26
2015,20131,56----,171
2015,20131,61----,193
2015,20131,62----,883
2015,20131,71----,40
2015,20131,72----,226
2015,20131,81----,152
2015,20133,11----,34
2015,20133,21----,627
2015,20133,23----,227
2015,20133,31----,918
2015,20133,42----,284
2015,20133,44----,791
2015,20133,48----,38
2015,20133,51----,36
2015,20133,52----,199
2015,20133,53----,25
2015,20133,54----,133
2015,20133,55----,9
2015,20133,56----,89
2015,20133,62----,1147
2015,20133,71----,24
2015,20133,72----,368
2015,20133,81----,237
2015,20135,21----,244
2015,20135,22----,9
2015,20135,23----,30
2015,20135,31----,35
2015,20135,42----,134
2015,20135,44----,86
2015,20135,48----,54
2015,20135,51----,9
2015,20135,52----,54
2015,20135,54----,19
2015,20135,56----,2
2015,20135,62----,255
2015,20135,72----,16
2015,20135,81----,81
2015,20137,11----,9
2015,20137,21----,22
2015,20137,22----,69
2015,20137,23----,67
2015,20137,31----,241
2015,20137,42----,81
2015,20137,44----,206
2015,20137,48----,27
2015,20137,51----,85
2015,20137,52----,82
2015,20137,53----,9
2015,20137,54----,40
2015,20137,55----,75
2015,20137,56----,20
2015,20137,62----,462
2015,20137,71----,19
2015,20137,72----,187
2015,20137,81----,53
2015,20139,23----,108
2015,20139,31----,99
2015,20139,42----,72
2015,20139,44----,358
2015,20139,48----,26
2015,20139,51----,19
2015,20139,52----,126
2015,20139,53----,21
2015,20139,54----,57
2015,20139,56----,29
2015,20139,61----,6
2015,20139,62----,493
2015,20139,71----,8
2015,20139,72----,142
2015,20139,81----,107
2015,20141,11----,3
2015,20141,21----,29
2015,20141,23----,15
2015,20141,31----,102
2015,20141,42----,145
2015,20141,44----,203
2015,20141,48----,59
2015,20141,51----,9
2015,20141,52----,59
2015,20141,54----,51
2015,20141,55----,9
2015,20141,56----,27
2015,20141,62----,293
2015,20141,71----,9
2015,20141,72----,50
2015,20141,81----,74
2015,20143,11----,9
2015,20143,23----,17
2015,20143,31----,58
2015,20143,42----,151
2015,20143,44----,113
2015,20143,48----,17
2015,20143,52----,66
2015,20143,53----,16
2015,20143,54----,29
2015,20143,56----,12
2015,20143,62----,290
2015,20143,71----,5
2015,20143,72----,52
2015,20143,81----,53
2015,20145,23----,70
2015,20145,31----,34
2015,20145,42----,88
2015,20145,44----,224
2015,20145,48----,11
2015,20145,51----,29
2015,20145,52----,67
2015,20145,53----,13
2015,20145,54----,84
2015,20145,56----,59
2015,20145,61----,9
2015,20145,62----,1076
2015,20145,72----,143
2015,20145,81----,63
2015,20147,21----,18
2015,20147,22----,9
2015,20147,23----,84
2015,20147,31----,194
2015,20147,42----,61
2015,20147,44----,212
2015,20147,48----,128
2015,20147,51----,21
2015,20147,52----,116
2015,20147,53----,9
2015,20147,54----,101
2015,20147,55----,9
2015,20147,56----,116
2015,20147,62----,260
2015,20147,71----,6
2015,20147,72----,130
2015,20147,81----,134
2015,20147,99----,4
2015,20149,11----,9
2015,20149,22----,317
2015,20149,23----,586
2015,20149,31----,1603
2015,20149,42----,681
2015,20149,44----,1612
2015,20149,48----,219
2015,20149,51----,234
2015,20149,52----,193
2015,20149,53----,77
2015,20149,54----,181
2015,20149,55----,59
2015,20149,56----,341
2015,20149,61----,84
2015,20149,62----,1312
2015,20149,71----,96
2015,20149,72----,505
2015,20149,81----,378
2015,20151,11----,16
2015,20151,21----,352
2015,20151,22----,44
2015,20151,23----,282
2015,20151,31----,115
2015,20151,42----,259
2015,20151,44----,747
2015,20151,48----,79
2015,20151,51----,34
2015,20151,52----,155
2015,20151,53----,27
2015,20151,54----,129
2015,20151,55----,57
2015,20151,56----,51
2015,20151,62----,684
2015,20151,71----,31
2015,20151,72----,487
2015,20151,81----,175
2015,20153,23----,50
2015,20153,31----,37
2015,20153,42----,127
2015,20153,44----,89
2015,20153,48----,9
2015,20153,51----,16
2015,20153,52----,34
2015,20153,54----,14
2015,20153,56----,9
2015,20153,62----,166
2015,20153,71----,6
2015,20153,72----,20
2015,20153,81----,38
2015,20155,11----,26
2015,20155,21----,36
2015,20155,22----,118
2015,20155,23----,953
2015,20155,31----,3943
2015,20155,42----,1078
2015,20155,44----,3377
2015,20155,48----,780
2015,20155,51----,525
2015,20155,52----,875
2015,20155,53----,169
2015,20155,54----,612
2015,20155,55----,471
2015,20155,56----,1605
2015,20155,61----,157
2015,20155,62----,4440
2015,20155,71----,396
2015,20155,72----,2587
2015,20155,81----,1075
2015,20157,11----,31
2015,20157,21----,9
2015,20157,23----,116
2015,20157,31----,169
2015,20157,42----,127
2015,20157,44----,191
2015,20157,48----,39
2015,20157,51----,12
2015,20157,52----,56
2015,20157,54----,34
2015,20157,55----,9
2015,20157,56----,29
2015,20157,61----,6
2015,20157,62----,386
