year,fips,naics,emp
2014,25009,62----,63171
2014,25009,71----,6898
2014,25009,72----,27515
2014,25009,81----,11594
2014,25009,99----,84
2014,25011,11----,49
2014,25011,21----,19
2014,25011,22----,139
2014,25011,23----,575
2014,25011,31----,3652
2014,25011,42----,1078
2014,25011,44----,2955
2014,25011,48----,487
2014,25011,51----,343
2014,25011,52----,516
2014,25011,53----,138
2014,25011,54----,602
2014,25011,55----,519
2014,25011,56----,563
2014,25011,61----,1314
2014,25011,62----,3427
2014,25011,71----,644
2014,25011,72----,1887
2014,25011,81----,711
2014,25013,11----,28
2014,25013,21----,25
2014,25013,22----,1324
2014,25013,23----,5903
2014,25013,31----,19771
2014,25013,42----,6778
2014,25013,44----,23174
2014,25013,48----,5152
2014,25013,51----,2733
2014,25013,52----,8907
2014,25013,53----,1994
2014,25013,54----,6846
2014,25013,55----,2963
2014,25013,56----,7311
2014,25013,61----,9527
2014,25013,62----,39289
2014,25013,71----,2840
2014,25013,72----,14557
2014,25013,81----,7658
2014,25013,99----,26
2014,25015,11----,33
2014,25015,21----,32
2014,25015,22----,136
2014,25015,23----,1635
2014,25015,31----,2956
2014,25015,42----,1664
2014,25015,44----,7759
2014,25015,48----,929
2014,25015,51----,709
2014,25015,52----,1518
2014,25015,53----,450
2014,25015,54----,1878
2014,25015,55----,298
2014,25015,56----,1152
2014,25015,61----,9133
2014,25015,62----,19845
2014,25015,71----,608
2014,25015,72----,5913
2014,25015,81----,2015
2014,25015,99----,29
2014,25017,11----,103
2014,25017,21----,72
2014,25017,22----,2872
2014,25017,23----,32211
2014,25017,31----,55612
2014,25017,42----,44168
2014,25017,44----,83091
2014,25017,48----,16985
2014,25017,51----,55372
2014,25017,52----,28342
2014,25017,53----,11302
2014,25017,54----,108972
2014,25017,55----,40149
2014,25017,56----,53784
2014,25017,61----,80938
2014,25017,62----,129678
2014,25017,71----,10673
2014,25017,72----,62616
2014,25017,81----,30817
2014,25017,99----,266
2014,25019,11----,9
2014,25019,21----,3
2014,25019,22----,9
2014,25019,23----,765
2014,25019,31----,69
2014,25019,42----,17
2014,25019,44----,918
2014,25019,48----,125
2014,25019,51----,96
2014,25019,52----,116
2014,25019,53----,106
2014,25019,54----,179
2014,25019,55----,9
2014,25019,56----,407
2014,25019,61----,66
2014,25019,62----,433
2014,25019,71----,181
2014,25019,72----,650
2014,25019,81----,215
2014,25021,11----,24
2014,25021,21----,126
2014,25021,22----,1159
2014,25021,23----,16250
2014,25021,31----,19131
2014,25021,42----,19572
2014,25021,44----,44046
2014,25021,48----,6933
2014,25021,51----,12947
2014,25021,52----,26446
2014,25021,53----,6562
2014,25021,54----,23224
2014,25021,55----,9076
2014,25021,56----,18399
2014,25021,61----,13396
2014,25021,62----,67124
2014,25021,71----,6131
2014,25021,72----,27976
2014,25021,81----,15614
2014,25021,99----,59
2014,25023,11----,56
2014,25023,21----,63
2014,25023,22----,1378
2014,25023,23----,9437
2014,25023,31----,10035
2014,25023,42----,6922
2014,25023,44----,27877
2014,25023,48----,5052
2014,25023,51----,2174
2014,25023,52----,7011
2014,25023,53----,1652
2014,25023,54----,9322
2014,25023,55----,5038
2014,25023,56----,11759
2014,25023,61----,3263
2014,25023,62----,32212
2014,25023,71----,3589
2014,25023,72----,18129
2014,25023,81----,7498
2014,25023,99----,57
2014,25025,11----,36
2014,25025,21----,35
2014,25025,22----,1624
2014,25025,23----,11101
2014,25025,31----,10352
2014,25025,42----,12878
2014,25025,44----,33505
2014,25025,48----,19397
2014,25025,51----,20886
2014,25025,52----,68608
2014,25025,53----,12924
2014,25025,54----,63041
2014,25025,55----,14368
2014,25025,56----,31751
2014,25025,61----,58163
2014,25025,62----,120933
2014,25025,71----,11207
2014,25025,72----,59512
2014,25025,81----,21847
2014,25025,99----,62
2014,25027,11----,110
2014,25027,21----,105
2014,25027,22----,1822
2014,25027,23----,11705
2014,25027,31----,31399
2014,25027,42----,13750
2014,25027,44----,39223
2014,25027,48----,9702
2014,25027,51----,4598
2014,25027,52----,14706
2014,25027,53----,2956
2014,25027,54----,17194
2014,25027,55----,4432
2014,25027,56----,11567
2014,25027,61----,18098
2014,25027,62----,61772
2014,25027,71----,4534
2014,25027,72----,24933
2014,25027,81----,11108
2014,25027,99----,37
2014,26001,11----,38
2014,26001,23----,86
2014,26001,31----,205
2014,26001,42----,9
2014,26001,44----,264
2014,26001,52----,28
2014,26001,53----,9
2014,26001,54----,49
2014,26001,56----,59
2014,26001,62----,223
2014,26001,71----,45
2014,26001,72----,156
2014,26001,81----,60
2014,26003,11----,15
2014,26003,22----,1
2014,26003,23----,82
2014,26003,31----,499
2014,26003,42----,9
2014,26003,44----,262
2014,26003,48----,12
2014,26003,51----,29
2014,26003,52----,59
2014,26003,53----,10
2014,26003,54----,44
2014,26003,55----,9
2014,26003,56----,16
2014,26003,62----,252
2014,26003,71----,7
2014,26003,72----,272
2014,26003,81----,72
2014,26005,11----,28
2014,26005,21----,38
2014,26005,22----,19
2014,26005,23----,1699
2014,26005,31----,13028
2014,26005,42----,1840
2014,26005,44----,3507
2014,26005,48----,1070
2014,26005,51----,39
2014,26005,52----,298
2014,26005,53----,184
2014,26005,54----,1462
2014,26005,55----,1340
2014,26005,56----,3106
2014,26005,61----,410
2014,26005,62----,3609
2014,26005,71----,274
2014,26005,72----,2635
2014,26005,81----,1528
2014,26005,99----,11
2014,26007,11----,23
2014,26007,21----,43
2014,26007,22----,64
2014,26007,23----,665
2014,26007,31----,1203
2014,26007,42----,478
2014,26007,44----,1826
2014,26007,48----,243
2014,26007,51----,174
2014,26007,52----,329
2014,26007,53----,113
2014,26007,54----,223
2014,26007,55----,29
2014,26007,56----,247
2014,26007,61----,32
2014,26007,62----,2654
2014,26007,71----,59
2014,26007,72----,965
2014,26007,81----,512
2014,26009,11----,47
2014,26009,21----,47
2014,26009,22----,9
2014,26009,23----,236
2014,26009,31----,626
2014,26009,42----,40
2014,26009,44----,585
2014,26009,48----,24
2014,26009,51----,41
2014,26009,52----,125
2014,26009,53----,63
2014,26009,54----,97
2014,26009,55----,9
2014,26009,56----,15
2014,26009,61----,9
2014,26009,62----,323
2014,26009,71----,9
2014,26009,72----,904
2014,26009,81----,250
2014,26011,23----,61
2014,26011,31----,699
2014,26011,42----,141
2014,26011,44----,485
2014,26011,48----,128
2014,26011,51----,15
2014,26011,52----,81
2014,26011,53----,23
2014,26011,54----,38
2014,26011,55----,59
2014,26011,56----,17
2014,26011,62----,582
2014,26011,71----,280
2014,26011,72----,433
2014,26011,81----,105
2014,26013,11----,73
2014,26013,21----,9
2014,26013,22----,22
2014,26013,23----,42
2014,26013,31----,505
2014,26013,42----,56
2014,26013,44----,267
2014,26013,48----,57
2014,26013,51----,51
2014,26013,52----,54
2014,26013,53----,9
2014,26013,54----,9
2014,26013,56----,9
2014,26013,61----,27
2014,26013,62----,300
2014,26013,72----,184
2014,26013,81----,72
2014,26015,11----,12
2014,26015,21----,9
2014,26015,22----,59
2014,26015,23----,348
2014,26015,31----,2972
2014,26015,42----,209
2014,26015,44----,1242
2014,26015,48----,67
2014,26015,51----,66
2014,26015,52----,712
2014,26015,53----,79
2014,26015,54----,266
2014,26015,55----,59
2014,26015,56----,290
2014,26015,61----,59
2014,26015,62----,1315
2014,26015,71----,51
2014,26015,72----,1041
2014,26015,81----,723
2014,26017,11----,11
2014,26017,21----,184
2014,26017,22----,374
2014,26017,23----,1020
2014,26017,31----,3480
2014,26017,42----,1399
2014,26017,44----,5474
2014,26017,48----,301
2014,26017,51----,389
2014,26017,52----,915
2014,26017,53----,200
2014,26017,54----,1435
2014,26017,55----,1453
2014,26017,56----,778
2014,26017,61----,263
2014,26017,62----,7125
2014,26017,71----,240
2014,26017,72----,3914
2014,26017,81----,1553
2014,26017,99----,2
2014,26019,11----,4
2014,26019,21----,10
2014,26019,22----,9
2014,26019,23----,238
2014,26019,31----,400
2014,26019,42----,20
2014,26019,44----,491
2014,26019,48----,29
2014,26019,51----,31
2014,26019,52----,99
2014,26019,53----,9
2014,26019,54----,74
2014,26019,55----,59
2014,26019,56----,99
2014,26019,61----,9
2014,26019,62----,384
2014,26019,71----,25
2014,26019,72----,1105
2014,26019,81----,129
2014,26021,11----,9
2014,26021,21----,38
2014,26021,22----,1523
2014,26021,23----,1413
2014,26021,31----,8773
2014,26021,42----,1828
2014,26021,44----,6966
2014,26021,48----,1240
2014,26021,51----,526
2014,26021,52----,1262
2014,26021,53----,641
2014,26021,54----,1932
2014,26021,55----,3749
2014,26021,56----,3009
2014,26021,61----,2720
2014,26021,62----,9144
2014,26021,71----,853
2014,26021,72----,5348
2014,26021,81----,2390
2014,26023,11----,19
2014,26023,21----,19
2014,26023,22----,79
2014,26023,23----,266
2014,26023,31----,2438
2014,26023,42----,362
2014,26023,44----,1720
2014,26023,48----,1105
2014,26023,51----,100
2014,26023,52----,534
2014,26023,53----,59
2014,26023,54----,372
2014,26023,55----,59
2014,26023,56----,506
2014,26023,61----,79
2014,26023,62----,1611
2014,26023,71----,82
2014,26023,72----,1150
2014,26023,81----,439
2014,26023,99----,9
2014,26025,11----,19
2014,26025,21----,85
2014,26025,22----,234
2014,26025,23----,1047
2014,26025,31----,13013
2014,26025,42----,996
2014,26025,44----,6127
2014,26025,48----,1551
2014,26025,51----,915
2014,26025,52----,974
2014,26025,53----,371
2014,26025,54----,2212
2014,26025,55----,1820
2014,26025,56----,3131
2014,26025,61----,1388
2014,26025,62----,9071
2014,26025,71----,485
2014,26025,72----,6408
2014,26025,81----,1962
2014,26025,99----,99
2014,26027,11----,19
2014,26027,21----,19
2014,26027,22----,60
2014,26027,23----,202
2014,26027,31----,2318
2014,26027,42----,388
2014,26027,44----,816
2014,26027,48----,124
2014,26027,51----,69
2014,26027,52----,191
2014,26027,53----,52
2014,26027,54----,174
2014,26027,55----,9
2014,26027,56----,232
2014,26027,61----,9
2014,26027,62----,1002
2014,26027,71----,182
2014,26027,72----,817
2014,26027,81----,426
2014,26029,21----,9
2014,26029,22----,117
2014,26029,23----,386
2014,26029,31----,2367
2014,26029,42----,49
2014,26029,44----,786
2014,26029,48----,61
2014,26029,51----,22
2014,26029,52----,192
2014,26029,53----,148
2014,26029,54----,203
2014,26029,55----,59
2014,26029,56----,281
2014,26029,61----,9
2014,26029,62----,1321
2014,26029,71----,116
2014,26029,72----,1311
2014,26029,81----,367
2014,26031,11----,9
2014,26031,22----,9
2014,26031,23----,336
2014,26031,31----,276
2014,26031,42----,184
2014,26031,44----,1072
2014,26031,48----,59
2014,26031,51----,47
2014,26031,52----,211
2014,26031,53----,97
2014,26031,54----,97
2014,26031,55----,9
2014,26031,56----,125
2014,26031,61----,49
2014,26031,62----,824
2014,26031,71----,40
2014,26031,72----,756
2014,26031,81----,330
2014,26033,11----,22
2014,26033,21----,7
2014,26033,22----,59
2014,26033,23----,263
2014,26033,31----,536
2014,26033,42----,318
2014,26033,44----,1800
2014,26033,48----,102
2014,26033,51----,130
2014,26033,52----,297
2014,26033,53----,80
2014,26033,54----,271
2014,26033,55----,59
2014,26033,56----,114
2014,26033,61----,180
2014,26033,62----,2053
2014,26033,71----,71
2014,26033,72----,2270
2014,26033,81----,345
2014,26035,11----,25
2014,26035,22----,38
2014,26035,23----,237
2014,26035,31----,951
2014,26035,42----,154
2014,26035,44----,1008
2014,26035,48----,308
2014,26035,51----,30
2014,26035,52----,174
2014,26035,53----,28
2014,26035,54----,159
2014,26035,55----,174
2014,26035,56----,135
2014,26035,61----,9
2014,26035,62----,1245
2014,26035,71----,69
2014,26035,72----,785
2014,26035,81----,243
2014,26037,11----,8
2014,26037,21----,25
2014,26037,23----,1081
2014,26037,31----,2322
2014,26037,42----,1311
2014,26037,44----,2351
2014,26037,48----,613
2014,26037,51----,170
2014,26037,52----,885
2014,26037,53----,303
2014,26037,54----,542
2014,26037,55----,9
2014,26037,56----,1103
2014,26037,61----,91
2014,26037,62----,1854
2014,26037,71----,246
2014,26037,72----,1539
2014,26037,81----,864
2014,26037,99----,1
2014,26039,11----,9
2014,26039,21----,9
2014,26039,22----,29
2014,26039,23----,99
2014,26039,31----,535
2014,26039,42----,31
2014,26039,44----,505
2014,26039,48----,51
2014,26039,51----,23
2014,26039,52----,93
2014,26039,53----,63
2014,26039,54----,76
2014,26039,56----,59
2014,26039,62----,1227
2014,26039,71----,6
2014,26039,72----,568
2014,26039,81----,184
2014,26041,11----,109
2014,26041,22----,33
2014,26041,23----,351
2014,26041,31----,2095
2014,26041,42----,351
2014,26041,44----,2250
2014,26041,48----,468
2014,26041,51----,169
2014,26041,52----,689
2014,26041,53----,49
2014,26041,54----,394
2014,26041,55----,51
2014,26041,56----,523
2014,26041,61----,123
2014,26041,62----,1936
2014,26041,71----,150
2014,26041,72----,1128
2014,26041,81----,778
2014,26043,11----,96
2014,26043,22----,69
2014,26043,23----,1911
2014,26043,31----,2213
2014,26043,42----,371
2014,26043,44----,1964
2014,26043,48----,417
2014,26043,51----,99
2014,26043,52----,323
2014,26043,53----,96
2014,26043,54----,341
2014,26043,55----,174
2014,26043,56----,467
2014,26043,61----,19
2014,26043,62----,2845
2014,26043,71----,106
2014,26043,72----,796
2014,26043,81----,403
2014,26045,11----,19
2014,26045,21----,9
2014,26045,22----,55
2014,26045,23----,918
2014,26045,31----,7293
2014,26045,42----,1800
2014,26045,44----,5702
2014,26045,48----,3950
2014,26045,51----,1391
2014,26045,52----,3644
2014,26045,53----,434
2014,26045,54----,975
2014,26045,55----,59
2014,26045,56----,2878
2014,26045,61----,976
2014,26045,62----,3464
2014,26045,71----,180
2014,26045,72----,4152
2014,26045,81----,1625
2014,26047,11----,9
2014,26047,22----,59
2014,26047,23----,902
2014,26047,31----,1174
2014,26047,42----,299
2014,26047,44----,2652
2014,26047,48----,172
2014,26047,51----,274
2014,26047,52----,337
2014,26047,53----,216
2014,26047,54----,416
2014,26047,55----,439
2014,26047,56----,775
2014,26047,61----,38
2014,26047,62----,3292
2014,26047,71----,348
2014,26047,72----,2207
2014,26047,81----,742
2014,26049,11----,11
2014,26049,21----,19
2014,26049,22----,374
2014,26049,23----,3891
2014,26049,31----,9999
2014,26049,42----,5250
2014,26049,44----,19642
2014,26049,48----,3650
2014,26049,51----,1320
2014,26049,52----,4145
2014,26049,53----,1857
2014,26049,54----,3658
2014,26049,55----,1667
2014,26049,56----,9220
2014,26049,61----,3755
2014,26049,62----,26791
2014,26049,71----,1031
2014,26049,72----,13638
2014,26049,81----,5501
2014,26049,99----,39
2014,26051,11----,47
2014,26051,22----,9
2014,26051,23----,233
2014,26051,31----,833
2014,26051,42----,39
2014,26051,44----,642
2014,26051,48----,42
2014,26051,51----,47
2014,26051,52----,99
2014,26051,53----,148
2014,26051,54----,54
2014,26051,55----,9
2014,26051,56----,59
2014,26051,61----,9
2014,26051,62----,696
2014,26051,71----,43
2014,26051,72----,451
2014,26051,81----,217
2014,26053,11----,93
2014,26053,22----,9
2014,26053,23----,98
2014,26053,31----,678
2014,26053,42----,57
2014,26053,44----,734
2014,26053,48----,86
2014,26053,51----,81
2014,26053,52----,106
2014,26053,53----,125
2014,26053,54----,88
2014,26053,56----,59
2014,26053,61----,19
2014,26053,62----,584
2014,26053,71----,147
2014,26053,72----,959
2014,26053,81----,185
2014,26055,11----,152
2014,26055,21----,508
2014,26055,22----,155
2014,26055,23----,2200
2014,26055,31----,4661
2014,26055,42----,1519
2014,26055,44----,7603
2014,26055,48----,656
2014,26055,51----,729
2014,26055,52----,1757
2014,26055,53----,443
2014,26055,54----,2217
2014,26055,55----,204
2014,26055,56----,1669
2014,26055,61----,858
2014,26055,62----,9148
2014,26055,71----,434
2014,26055,72----,5829
2014,26055,81----,1805
2014,26055,99----,19
2014,26057,11----,135
2014,26057,22----,126
2014,26057,23----,202
2014,26057,31----,2817
2014,26057,42----,364
2014,26057,44----,1215
2014,26057,48----,286
2014,26057,51----,80
2014,26057,52----,419
2014,26057,53----,67
2014,26057,54----,211
2014,26057,55----,59
2014,26057,56----,191
2014,26057,61----,730
2014,26057,62----,2319
2014,26057,71----,44
2014,26057,72----,922
2014,26057,81----,442
2014,26059,11----,9
2014,26059,21----,19
2014,26059,23----,278
2014,26059,31----,3951
2014,26059,42----,348
2014,26059,44----,1349
2014,26059,48----,151
2014,26059,51----,86
2014,26059,52----,260
2014,26059,53----,47
2014,26059,54----,187
2014,26059,55----,59
2014,26059,56----,573
2014,26059,61----,403
2014,26059,62----,1286
2014,26059,71----,61
2014,26059,72----,787
2014,26059,81----,429
2014,26059,99----,13
2014,26061,11----,77
2014,26061,21----,59
2014,26061,22----,59
2014,26061,23----,384
2014,26061,31----,761
2014,26061,42----,140
2014,26061,44----,1698
2014,26061,48----,99
2014,26061,51----,135
2014,26061,52----,346
2014,26061,53----,84
2014,26061,54----,495
2014,26061,55----,9
2014,26061,56----,132
2014,26061,61----,431
2014,26061,62----,2025
2014,26061,71----,58
2014,26061,72----,1336
2014,26061,81----,358
2014,26063,11----,25
2014,26063,22----,59
2014,26063,23----,392
2014,26063,31----,3423
2014,26063,42----,535
2014,26063,44----,1437
2014,26063,48----,333
2014,26063,51----,151
2014,26063,52----,406
2014,26063,53----,9
2014,26063,54----,229
2014,26063,55----,59
2014,26063,56----,377
2014,26063,61----,43
2014,26063,62----,1765
2014,26063,71----,50
2014,26063,72----,865
2014,26063,81----,478
2014,26065,11----,306
2014,26065,21----,174
2014,26065,22----,374
2014,26065,23----,3450
2014,26065,31----,7742
2014,26065,42----,3262
2014,26065,44----,13436
2014,26065,48----,3173
2014,26065,51----,2587
2014,26065,52----,8245
2014,26065,53----,1944
2014,26065,54----,6100
2014,26065,55----,2253
2014,26065,56----,6484
2014,26065,61----,2180
2014,26065,62----,22407
2014,26065,71----,1658
2014,26065,72----,11538
2014,26065,81----,8041
2014,26065,99----,15
2014,26067,11----,47
2014,26067,22----,59
2014,26067,23----,536
2014,26067,31----,3528
2014,26067,42----,336
2014,26067,44----,1779
2014,26067,48----,130
2014,26067,51----,20
2014,26067,52----,641
2014,26067,53----,61
2014,26067,54----,181
2014,26067,55----,59
2014,26067,56----,999
2014,26067,61----,101
2014,26067,62----,1215
2014,26067,71----,79
2014,26067,72----,1156
2014,26067,81----,552
2014,26069,11----,19
2014,26069,21----,1
2014,26069,22----,19
2014,26069,23----,151
2014,26069,31----,988
2014,26069,42----,26
2014,26069,44----,1270
2014,26069,48----,374
2014,26069,51----,101
2014,26069,52----,239
2014,26069,53----,44
2014,26069,54----,181
2014,26069,55----,28
2014,26069,56----,684
2014,26069,61----,4
2014,26069,62----,927
2014,26069,71----,49
2014,26069,72----,674
2014,26069,81----,268
2014,26071,11----,50
2014,26071,22----,9
2014,26071,23----,114
2014,26071,31----,354
2014,26071,42----,45
2014,26071,44----,497
2014,26071,48----,71
2014,26071,51----,41
2014,26071,52----,133
2014,26071,53----,44
2014,26071,54----,105
2014,26071,55----,59
2014,26071,56----,69
2014,26071,62----,428
2014,26071,71----,9
2014,26071,72----,373
2014,26071,81----,159
2014,26073,11----,19
2014,26073,21----,343
2014,26073,22----,9
2014,26073,23----,1381
2014,26073,31----,2572
2014,26073,42----,581
2014,26073,44----,3484
2014,26073,48----,481
2014,26073,51----,250
2014,26073,52----,694
2014,26073,53----,1041
2014,26073,54----,622
2014,26073,55----,866
2014,26073,56----,629
2014,26073,61----,187
2014,26073,62----,3218
2014,26073,71----,398
2014,26073,72----,5440
2014,26073,81----,806
2014,26073,99----,1
2014,26075,21----,66
2014,26075,22----,1112
2014,26075,23----,1232
2014,26075,31----,8773
2014,26075,42----,1813
2014,26075,44----,7310
2014,26075,48----,954
2014,26075,51----,317
2014,26075,52----,1292
2014,26075,53----,549
2014,26075,54----,2724
2014,26075,55----,1731
2014,26075,56----,1943
2014,26075,61----,1920
2014,26075,62----,9518
2014,26075,71----,379
2014,26075,72----,4629
2014,26075,81----,1917
2014,26077,11----,9
2014,26077,21----,39
2014,26077,22----,253
2014,26077,23----,3836
2014,26077,31----,15810
2014,26077,42----,4774
2014,26077,44----,13267
2014,26077,48----,2442
2014,26077,51----,1433
2014,26077,52----,5702
2014,26077,53----,2376
2014,26077,54----,3802
2014,26077,55----,4240
2014,26077,56----,6530
2014,26077,61----,2429
2014,26077,62----,18184
2014,26077,71----,1619
2014,26077,72----,12066
2014,26077,81----,4932
2014,26077,99----,4
2014,26079,21----,537
2014,26079,22----,37
2014,26079,23----,191
2014,26079,31----,425
2014,26079,42----,171
2014,26079,44----,603
2014,26079,48----,95
2014,26079,51----,46
2014,26079,52----,58
2014,26079,53----,99
2014,26079,54----,55
2014,26079,55----,59
2014,26079,56----,77
2014,26079,61----,9
2014,26079,62----,503
2014,26079,72----,323
2014,26079,81----,166
2014,26081,11----,234
2014,26081,21----,84
2014,26081,22----,863
2014,26081,23----,12611
2014,26081,31----,62836
2014,26081,42----,27861
2014,26081,44----,33569
2014,26081,48----,11013
2014,26081,51----,5514
2014,26081,52----,13762
2014,26081,53----,3938
2014,26081,54----,14525
2014,26081,55----,12047
2014,26081,56----,26194
2014,26081,61----,15281
2014,26081,62----,47182
2014,26081,71----,4262
2014,26081,72----,26455
2014,26081,81----,14442
2014,26081,99----,9
2014,26083,23----,19
2014,26083,31----,19
2014,26083,44----,15
2014,26083,48----,7
2014,26083,52----,9
2014,26083,71----,19
2014,26083,72----,89
2014,26083,81----,12
2014,26085,11----,19
2014,26085,23----,53
2014,26085,31----,87
2014,26085,42----,9
2014,26085,44----,242
2014,26085,48----,11
2014,26085,51----,9
2014,26085,52----,69
2014,26085,53----,9
2014,26085,54----,25
2014,26085,55----,9
2014,26085,56----,59
2014,26085,62----,233
2014,26085,71----,2
2014,26085,72----,157
2014,26085,81----,69
2014,26087,11----,31
2014,26087,21----,9
2014,26087,22----,55
2014,26087,23----,577
2014,26087,31----,4959
2014,26087,42----,474
2014,26087,44----,3053
2014,26087,48----,216
2014,26087,51----,242
2014,26087,52----,440
2014,26087,53----,209
2014,26087,54----,689
2014,26087,55----,9
2014,26087,56----,1030
2014,26087,61----,182
2014,26087,62----,2602
2014,26087,71----,143
2014,26087,72----,1890
2014,26087,81----,768
2014,26089,11----,19
2014,26089,21----,78
2014,26089,23----,520
2014,26089,31----,288
2014,26089,42----,117
2014,26089,44----,626
2014,26089,48----,63
2014,26089,51----,147
2014,26089,52----,183
2014,26089,53----,59
2014,26089,54----,180
2014,26089,55----,9
2014,26089,56----,240
2014,26089,61----,111
2014,26089,62----,608
2014,26089,71----,235
2014,26089,72----,665
2014,26089,81----,202
2014,26089,99----,4
2014,26091,11----,59
2014,26091,22----,119
2014,26091,23----,656
2014,26091,31----,5136
2014,26091,42----,463
2014,26091,44----,3663
2014,26091,48----,567
2014,26091,51----,321
2014,26091,52----,888
2014,26091,53----,186
2014,26091,54----,459
2014,26091,55----,130
2014,26091,56----,834
2014,26091,61----,1921
2014,26091,62----,3058
2014,26091,71----,357
2014,26091,72----,2618
2014,26091,81----,1549
2014,26093,22----,128
2014,26093,23----,2575
2014,26093,31----,8882
2014,26093,42----,2157
2014,26093,44----,8948
2014,26093,48----,1425
2014,26093,51----,412
2014,26093,52----,3562
2014,26093,53----,533
2014,26093,54----,2646
2014,26093,55----,182
2014,26093,56----,2519
2014,26093,61----,617
2014,26093,62----,5253
2014,26093,71----,971
2014,26093,72----,5210
2014,26093,81----,2707
2014,26095,11----,56
2014,26095,23----,93
2014,26095,31----,312
2014,26095,42----,19
2014,26095,44----,276
2014,26095,48----,23
2014,26095,52----,59
2014,26095,53----,61
2014,26095,54----,1
2014,26095,56----,9
2014,26095,62----,374
2014,26095,72----,171
2014,26095,81----,78
2014,26097,21----,59
2014,26097,22----,7
2014,26097,23----,151
2014,26097,31----,101
2014,26097,42----,49
2014,26097,44----,343
2014,26097,48----,35
2014,26097,51----,9
2014,26097,52----,84
2014,26097,53----,9
2014,26097,54----,35
2014,26097,56----,59
2014,26097,61----,45
2014,26097,62----,392
2014,26097,71----,32
2014,26097,72----,556
2014,26097,81----,98
2014,26099,11----,9
2014,26099,21----,93
2014,26099,22----,427
2014,26099,23----,12010
2014,26099,31----,64614
2014,26099,42----,11441
2014,26099,44----,41132
2014,26099,48----,6114
2014,26099,51----,3568
2014,26099,52----,7433
2014,26099,53----,3499
2014,26099,54----,28159
2014,26099,55----,4322
2014,26099,56----,17959
2014,26099,61----,2903
2014,26099,62----,38169
2014,26099,71----,2088
2014,26099,72----,29689
2014,26099,81----,11357
2014,26099,99----,174
2014,26101,11----,9
2014,26101,21----,9
2014,26101,22----,38
2014,26101,23----,162
2014,26101,31----,760
2014,26101,42----,172
2014,26101,44----,1003
2014,26101,48----,59
2014,26101,51----,59
2014,26101,52----,161
2014,26101,53----,50
2014,26101,54----,108
2014,26101,55----,9
2014,26101,56----,113
2014,26101,61----,19
2014,26101,62----,872
2014,26101,71----,23
2014,26101,72----,1503
2014,26101,81----,336
2014,26103,11----,133
2014,26103,21----,1685
2014,26103,22----,226
2014,26103,23----,851
2014,26103,31----,891
2014,26103,42----,398
2014,26103,44----,3823
2014,26103,48----,494
2014,26103,51----,520
2014,26103,52----,878
2014,26103,53----,329
2014,26103,54----,661
2014,26103,55----,59
2014,26103,56----,862
2014,26103,61----,130
2014,26103,62----,5391
2014,26103,71----,280
2014,26103,72----,3052
2014,26103,81----,954
2014,26103,99----,12
2014,26105,11----,188
2014,26105,21----,9
2014,26105,22----,108
2014,26105,23----,269
2014,26105,31----,2077
2014,26105,42----,185
2014,26105,44----,1489
2014,26105,48----,262
2014,26105,51----,150
2014,26105,52----,201
2014,26105,53----,697
2014,26105,54----,151
2014,26105,55----,9
2014,26105,56----,500
2014,26105,61----,26
2014,26105,62----,1305
2014,26105,71----,123
2014,26105,72----,1010
2014,26105,81----,345
2014,26105,99----,2
2014,26107,11----,9
2014,26107,21----,17
2014,26107,22----,59
2014,26107,23----,143
2014,26107,31----,2122
2014,26107,42----,122
2014,26107,44----,1966
2014,26107,48----,248
2014,26107,51----,181
2014,26107,52----,216
2014,26107,53----,92
2014,26107,54----,352
2014,26107,55----,9
2014,26107,56----,368
2014,26107,61----,59
2014,26107,62----,1449
2014,26107,71----,137
2014,26107,72----,958
2014,26107,81----,544
2014,26109,11----,68
2014,26109,21----,9
2014,26109,22----,59
2014,26109,23----,113
2014,26109,31----,2029
2014,26109,42----,400
2014,26109,44----,621
2014,26109,48----,179
2014,26109,51----,58
2014,26109,52----,137
2014,26109,53----,63
2014,26109,54----,59
2014,26109,55----,9
2014,26109,56----,236
2014,26109,61----,59
2014,26109,62----,259
2014,26109,71----,202
2014,26109,72----,610
2014,26109,81----,248
2014,26111,11----,19
2014,26111,21----,9
2014,26111,22----,243
2014,26111,23----,2127
2014,26111,31----,6005
2014,26111,42----,1589
2014,26111,44----,4163
2014,26111,48----,320
2014,26111,51----,394
2014,26111,52----,1064
2014,26111,53----,375
2014,26111,54----,891
2014,26111,55----,3803
2014,26111,56----,1859
2014,26111,61----,932
2014,26111,62----,6145
2014,26111,71----,515
2014,26111,72----,3000
2014,26111,81----,1499
2014,26111,99----,19
2014,26113,11----,95
2014,26113,21----,19
2014,26113,23----,118
2014,26113,31----,395
2014,26113,42----,99
2014,26113,44----,372
2014,26113,48----,232
2014,26113,51----,7
2014,26113,52----,77
2014,26113,53----,4
2014,26113,54----,43
2014,26113,56----,47
2014,26113,61----,59
2014,26113,62----,361
2014,26113,71----,9
2014,26113,72----,195
2014,26113,81----,119
2014,26115,11----,14
2014,26115,21----,29
2014,26115,22----,1539
2014,26115,23----,1094
2014,26115,31----,6868
2014,26115,42----,1319
2014,26115,44----,5019
2014,26115,48----,1691
2014,26115,51----,343
2014,26115,52----,871
2014,26115,53----,293
2014,26115,54----,1091
2014,26115,55----,1707
2014,26115,56----,2544
2014,26115,61----,285
